Date,Location,Series_Complete_Cumulative
06/28/2021,WY,209774
06/13/2021,SC,1940019
03/26/2021,CT,717921
06/30/2021,HI,743845
08/31/2021,AZ,3596983
01/26/2021,MO,102436
03/30/2021,VA,1599208
02/12/2021,CO,337976
07/10/2021,OR,2344542
04/15/2021,IA,919230
10/19/2021,NM,1300733
07/24/2021,MS,1049472
08/23/2021,ME,889965
04/25/2021,CT,1362255
10/12/2021,OR,2636049
05/28/2021,TX,10954305
11/24/2021,VA,5542498
01/01/2021,CO,680
07/04/2021,CT,2218217
10/26/2021,OK,1985718
01/01/2021,VI,1
06/16/2021,FM,24290
10/02/2021,NH,853947
01/17/2021,AL,20608
11/08/2021,SD,475910
01/30/2021,US,7161032
10/14/2021,ID,773985
12/05/2021,TX,16095911
11/26/2021,UT,1795032
07/06/2021,ND,318477
06/25/2021,TX,12210542
04/21/2021,UT,858871
05/19/2021,RI,543894
06/27/2021,NY,10754259
07/03/2021,MS,1015234
08/16/2021,AS,25090
06/25/2021,AR,1081683
06/29/2021,AK,336489
10/13/2021,RI,744854
02/02/2021,CT,109683
12/08/2021,SD,493665
09/29/2021,US,186113376
01/16/2021,SD,10611
02/22/2021,NE,148768
06/14/2021,NM,1075247
08/06/2021,UT,1486533
03/30/2021,MS,503972
04/24/2021,ND,258760
12/17/2020,MA,2
09/12/2021,NH,839990
10/18/2021,GU,120748
12/23/2020,KS,96
01/18/2021,IN,75493
02/07/2021,AR,115698
03/23/2021,MP,10759
07/15/2021,NM,1149429
01/08/2021,MT,6565
02/01/2021,MH,414
03/24/2021,NV,462350
07/31/2021,OR,2397052
12/23/2020,WA,63
03/01/2021,MS,248744
09/13/2021,LA,2063225
07/08/2021,NY,10978822
09/11/2021,MA,4629071
12/25/2020,MT,117
06/25/2021,MD,3418313
02/27/2021,IL,1013614
05/23/2021,SC,1796337
09/02/2021,AK,363121
03/21/2021,TX,3724708
12/08/2021,IA,1826505
05/11/2021,CT,1722779
03/29/2021,IN,1190030
02/01/2021,RP,72
08/20/2021,GU,104164
04/26/2021,WY,165496
09/04/2021,KS,1456052
08/04/2021,MO,2645943
11/16/2021,MH,21870
10/04/2021,KY,2220310
07/25/2021,MP,29100
11/30/2021,AR,1501486
06/11/2021,AR,1046343
07/20/2021,LA,1734930
06/13/2021,AL,1591760
06/12/2021,ID,641687
08/25/2021,ME,892455
03/03/2021,SD,111582
05/19/2021,ND,288429
03/08/2021,LA,538705
09/09/2021,NH,837671
12/15/2020,FM,0
12/17/2020,ID,38
02/18/2021,GU,17554
12/13/2020,DC,13
10/06/2021,NE,1074829
07/23/2021,AL,1712239
08/26/2021,RI,694490
08/24/2021,IL,7139829
11/09/2021,RP,15707
08/10/2021,WY,222163
09/11/2021,AL,2006298
05/10/2021,MI,3820741
12/28/2020,OR,15
05/23/2021,ME,740396
10/29/2021,WV,1216054
04/23/2021,MN,1982668
09/29/2021,AS,28777
12/21/2020,WV,119
09/27/2021,NE,1065172
03/18/2021,IA,518660
10/27/2021,CT,2524422
06/10/2021,NC,4371860
10/26/2021,KS,1556017
03/06/2021,SC,529605
11/16/2021,FL,13106263
01/19/2021,CO,65251
04/14/2021,GU,47572
06/02/2021,AL,1533041
12/27/2020,VA,646
01/09/2021,SC,15977
06/11/2021,KY,1779927
02/20/2021,OK,345324
04/01/2021,KY,894508
04/04/2021,UT,591237
10/30/2021,SC,2585900
11/07/2021,KS,1571632
11/09/2021,NY,13223097
01/03/2021,OH,762
04/23/2021,FL,6232559
04/26/2021,MD,2080260
02/14/2021,WA,366546
06/29/2021,ME,849382
11/03/2021,VA,5452039
03/27/2021,FL,3528452
06/09/2021,WI,2829313
09/09/2021,MP,33229
08/31/2021,LA,1985998
09/23/2021,MS,1306106
10/18/2021,WV,1194634
03/29/2021,GU,35011
07/27/2021,RP,13450
06/11/2021,NH,752830
08/07/2021,MP,30372
05/26/2021,VT,357599
06/22/2021,MT,464692
11/23/2021,US,196007947
06/27/2021,MS,1004234
11/01/2021,VA,5439974
03/09/2021,ID,199564
08/12/2021,MA,4487281
03/24/2021,CT,677467
02/12/2021,KS,147114
11/23/2021,IL,7815179
03/17/2021,NC,1535776
06/15/2021,ID,645830
09/02/2021,VA,5039555
09/13/2021,AZ,3672218
05/03/2021,RI,436260
05/06/2021,PA,4728165
07/10/2021,IN,2933111
03/21/2021,HI,266219
11/08/2021,UT,1765806
09/28/2021,NC,5376455
11/21/2021,NV,1672720
03/25/2021,GA,1210818
09/23/2021,WI,3303260
10/02/2021,WY,247191
09/22/2021,AR,1397761
07/07/2021,RP,13269
09/16/2021,US,182302859
04/30/2021,AS,17557
10/02/2021,AR,1422272
01/17/2021,UT,16189
01/09/2021,WY,1946
06/03/2021,VA,4149589
05/23/2021,MA,3628226
12/27/2020,MO,97
10/31/2021,OK,1995232
06/27/2021,AS,21392
12/23/2020,NE,186
05/22/2021,FL,8657741
02/23/2021,IL,794497
05/13/2021,HI,625807
06/22/2021,PR,1912485
09/03/2021,FL,11764002
11/30/2021,LA,2282017
01/01/2021,WV,1320
02/01/2021,KS,74445
05/27/2021,AK,307521
02/12/2021,GA,397100
11/30/2021,AS,31420
06/06/2021,KS,1230451
06/12/2021,AR,1048370
05/24/2021,VI,32998
03/09/2021,VA,1079477
09/04/2021,PA,6892207
09/12/2021,PA,6958765
01/30/2021,CA,688564
01/12/2021,TN,44552
07/10/2021,NC,4656310
10/11/2021,DE,576820
12/05/2021,HI,876663
04/03/2021,VA,1805352
09/03/2021,WY,232984
10/03/2021,OH,5964062
01/03/2021,VI,2
08/25/2021,GA,4331209
08/26/2021,RP,14529
05/06/2021,AS,17996
04/27/2021,ME,539945
11/24/2021,HI,862675
07/05/2021,TX,12448843
07/23/2021,NC,4739359
05/06/2021,ID,551588
09/01/2021,IA,1660608
02/13/2021,TN,353802
08/16/2021,IA,1619790
02/11/2021,VI,5086
06/12/2021,ME,818419
04/07/2021,MN,1461227
10/16/2021,TX,15370475
05/17/2021,VA,3727123
06/21/2021,AS,21055
07/24/2021,WV,1078562
12/17/2020,NM,127
03/18/2021,RP,3389
09/27/2021,CA,23449928
04/03/2021,AR,556984
09/06/2021,NV,1508228
02/24/2021,IN,548439
04/19/2021,OH,3386494
07/08/2021,AS,22271
10/16/2021,AR,1445735
04/07/2021,MP,13131
12/09/2021,FL,13402240
05/12/2021,KS,1132629
06/15/2021,IA,1505228
03/21/2021,AK,170500
01/30/2021,OH,229785
04/20/2021,WA,2279929
07/29/2021,US,166811415
01/04/2021,SD,23
10/13/2021,HI,840792
02/03/2021,KY,134126
12/25/2020,HI,91
08/20/2021,OH,5638474
08/09/2021,CO,3233138
12/03/2021,US,198567814
01/21/2021,TN,106040
05/11/2021,MP,20179
12/09/2021,SC,2691777
08/10/2021,NY,11499919
09/20/2021,GU,114262
02/28/2021,OK,462071
05/14/2021,MH,14165
07/27/2021,NV,1373709
09/23/2021,OK,1893411
10/27/2021,WA,4859142
03/30/2021,MN,1200200
05/10/2021,ME,651276
02/11/2021,FM,600
06/18/2021,NY,10517578
01/23/2021,SD,20910
04/14/2021,CT,1135214
09/19/2021,DC,429297
03/16/2021,SC,652347
09/29/2021,WV,1160834
03/21/2021,ID,268581
09/06/2021,FM,35529
12/17/2020,TX,28
10/25/2021,AZ,3872867
01/12/2021,NV,17379
02/27/2021,AS,9505
03/03/2021,HI,185923
09/10/2021,NY,12169492
07/01/2021,MD,3457497
03/30/2021,NY,3944823
08/29/2021,TX,13947577
11/22/2021,VA,5533819
11/20/2021,MS,1398971
11/21/2021,PR,2375366
09/07/2021,KS,1461230
01/09/2021,AR,16316
11/02/2021,DE,589965
06/19/2021,MN,3033781
02/07/2021,GU,9523
03/19/2021,ID,260522
10/18/2021,ND,370350
08/01/2021,SC,2119346
10/04/2021,MH,20083
10/28/2021,FM,41099
01/16/2021,KS,27335
06/30/2021,MS,1009967
08/31/2021,MD,3755866
04/17/2021,UT,809663
08/13/2021,NV,1423924
02/14/2021,NM,179382
08/03/2021,WI,3076164
02/16/2021,SD,71602
01/04/2021,OR,561
10/06/2021,ME,936214
01/31/2021,FM,68
10/20/2021,US,190642515
04/16/2021,NM,710056
04/15/2021,CA,10676293
12/30/2020,GU,2
08/30/2021,KY,2049489
12/21/2020,IN,272
05/19/2021,KS,1167637
11/01/2021,UT,1749727
06/14/2021,WY,204197
01/10/2021,DC,2841
02/03/2021,VT,27818
04/06/2021,MA,1646930
03/06/2021,IL,1358131
02/25/2021,FM,3679
03/31/2021,CA,7593291
04/16/2021,KS,848334
06/23/2021,NE,929247
12/28/2020,AS,0
07/10/2021,AK,341277
10/07/2021,NJ,5821347
09/30/2021,DE,570785
04/15/2021,GA,2033273
06/29/2021,MS,1007803
08/22/2021,UT,1533355
02/06/2021,LA,208850
06/04/2021,SD,384726
08/23/2021,MT,497684
04/09/2021,MO,1402614
04/12/2021,AL,923779
12/11/2021,IN,3465145
12/18/2020,MH,1
10/29/2021,LA,2231693
01/05/2021,RI,629
10/07/2021,AS,29416
09/16/2021,AS,27146
03/05/2021,AR,315120
02/09/2021,IN,287924
04/01/2021,NJ,1891471
10/25/2021,AL,2202298
10/19/2021,ME,947589
06/10/2021,SC,1922325
04/08/2021,IL,3092322
10/09/2021,DC,438288
02/05/2021,IA,115417
08/29/2021,NV,1484291
10/05/2021,PA,7149462
05/02/2021,WV,914034
01/20/2021,IA,27762
07/14/2021,GU,96966
10/20/2021,TN,3283481
01/26/2021,AK,23972
02/09/2021,PA,484300
07/17/2021,FL,10465917
03/09/2021,HI,211593
03/10/2021,MI,1153253
12/01/2021,MS,1409016
12/06/2021,PA,7648516
02/07/2021,MS,77206
04/01/2021,MO,1153449
10/14/2021,OK,1961650
01/14/2021,MD,29811
03/14/2021,MS,350778
02/05/2021,MO,181817
03/20/2021,CT,633996
06/07/2021,IA,1462570
09/26/2021,NM,1273100
06/04/2021,MT,445227
01/25/2021,FM,46
09/14/2021,ID,732726
11/03/2021,FM,41365
01/06/2021,IN,4934
06/15/2021,US,154331936
10/19/2021,PR,2349109
09/23/2021,WA,4665065
06/05/2021,VI,34566
11/14/2021,UT,1774901
04/26/2021,MA,2474172
04/28/2021,MO,1855085
12/02/2021,NC,5764192
08/28/2021,DE,546879
10/18/2021,AZ,3846237
11/21/2021,MS,1399230
10/01/2021,AL,2133301
02/11/2021,HI,85048
09/01/2021,TN,2947636
09/12/2021,VI,47289
06/30/2021,NH,785394
09/19/2021,MP,33699
11/23/2021,CO,3639195
08/02/2021,IL,6916676
06/21/2021,ND,311206
09/29/2021,PR,2318244
11/09/2021,AS,31187
04/01/2021,OR,813981
04/13/2021,MD,1649221
07/15/2021,GA,3976205
08/04/2021,MT,485517
05/19/2021,NH,649442
08/07/2021,RP,13636
01/17/2021,MD,35438
04/23/2021,NH,436379
05/24/2021,NV,1145277
10/15/2021,AL,2179897
05/16/2021,AR,957725
09/13/2021,WV,1134719
11/25/2021,CO,3642038
12/05/2021,SC,2678804
07/17/2021,RP,13279
10/23/2021,AZ,3866381
08/24/2021,MD,3713262
10/10/2021,NE,1078301
09/21/2021,MP,33848
03/28/2021,NE,376810
12/03/2021,VI,52590
10/24/2021,AR,1455122
08/28/2021,ND,339422
06/15/2021,MA,4160456
04/21/2021,FM,13532
01/03/2021,US,43156
02/14/2021,MH,948
09/25/2021,RP,15502
05/02/2021,MO,1938316
01/01/2021,VT,84
07/01/2021,WY,211172
05/24/2021,MD,2943741
09/28/2021,CT,2467091
01/21/2021,WA,85497
08/14/2021,FL,11016094
12/05/2021,AZ,4041365
04/04/2021,LA,945988
12/10/2021,GU,125360
08/23/2021,FL,11317435
08/21/2021,RI,688208
01/20/2021,KS,35205
09/30/2021,WV,1163688
04/06/2021,VI,21936
07/05/2021,RP,13269
11/10/2021,CT,2545062
06/19/2021,PR,1899147
11/28/2021,MS,1403933
08/14/2021,TN,2804505
12/03/2021,TX,16053497
04/27/2021,IN,1909386
10/15/2021,GA,4970050
12/03/2021,FM,42723
05/07/2021,FM,16127
10/13/2021,FL,12727209
10/31/2021,FL,12942808
01/04/2021,TX,10665
07/01/2021,CA,20321561
09/07/2021,MS,1225972
09/02/2021,OR,2492794
09/22/2021,HI,820468
02/10/2021,NJ,357767
04/01/2021,WA,1602778
11/10/2021,GU,123191
03/30/2021,WY,115293
06/17/2021,VA,4454137
02/21/2021,MS,164855
06/28/2021,GU,92658
08/07/2021,WA,4357507
04/19/2021,AS,16119
05/01/2021,RI,431528
07/27/2021,NC,4758025
12/22/2020,WV,183
01/19/2021,NC,78693
01/20/2021,MT,15829
03/26/2021,MP,11345
01/11/2021,LA,26123
06/25/2021,ME,845301
09/06/2021,AL,1959814
05/24/2021,LA,1528875
01/08/2021,SD,6610
01/30/2021,VT,22198
08/27/2021,AR,1293520
10/05/2021,RP,15540
07/11/2021,NC,4658975
10/13/2021,ID,772514
12/05/2021,PA,7633454
03/06/2021,RI,104346
05/25/2021,NE,855917
06/27/2021,GU,92486
09/02/2021,RP,14782
01/19/2021,NY,162747
03/16/2021,VI,13747
03/10/2021,MH,5863
06/24/2021,FL,9988270
07/18/2021,GU,97973
10/01/2021,US,186789143
07/05/2021,ND,317811
03/05/2021,MD,659430
04/25/2021,ND,258787
02/07/2021,VT,32537
03/18/2021,TX,3551159
05/10/2021,PA,4907994
01/28/2021,FL,469671
07/24/2021,CA,21101425
10/02/2021,AL,2136451
09/19/2021,PA,7026026
06/23/2021,NH,775957
11/19/2021,CA,24826136
10/23/2021,RP,15662
01/06/2021,OR,1970
04/30/2021,NJ,3356586
03/12/2021,DC,80931
12/14/2020,CA,927
12/17/2020,RP,0
11/10/2021,NY,13235261
06/07/2021,DE,466504
05/20/2021,ME,726773
06/22/2021,MA,4237740
10/31/2021,NV,1640019
11/02/2021,WI,3421482
07/06/2021,UT,1409330
03/02/2021,MI,962669
03/27/2021,WV,573495
09/30/2021,MT,526884
08/22/2021,ID,701737
11/14/2021,MS,1392439
07/18/2021,KY,1905344
11/03/2021,HI,851842
04/01/2021,ID,331258
08/24/2021,NJ,5476203
05/22/2021,NH,668738
01/06/2021,CA,29445
02/28/2021,FM,4675
08/03/2021,CO,3210699
09/24/2021,WY,243682
10/19/2021,MI,5334254
04/01/2021,LA,923770
07/12/2021,AR,1110257
11/15/2021,CO,3618130
03/02/2021,NC,1047875
03/15/2021,FM,8174
11/08/2021,DC,450279
06/03/2021,AS,19880
07/14/2021,UT,1429902
12/08/2021,OR,2752358
12/25/2020,ND,67
02/17/2021,ID,91034
04/01/2021,RP,5311
10/18/2021,KS,1545602
09/01/2021,VI,45689
11/22/2021,SC,2639713
12/24/2020,GU,2
05/05/2021,WA,2815724
07/04/2021,ME,853830
09/05/2021,VT,435419
01/02/2021,CT,591
07/21/2021,VI,39349
05/16/2021,ME,697102
07/22/2021,OK,1615588
06/08/2021,SC,1907130
02/17/2021,OH,643554
04/22/2021,AL,1123328
12/02/2021,MN,3569286
04/30/2021,KS,1042676
04/27/2021,MN,2057493
06/20/2021,ND,310819
06/09/2021,DC,375204
10/04/2021,PR,2328563
07/27/2021,AL,1720140
09/26/2021,AR,1406865
02/14/2021,ME,74719
12/09/2021,FM,42855
03/26/2021,NH,234665
05/10/2021,SD,358053
07/29/2021,WY,218689
09/21/2021,IL,7425174
04/20/2021,MD,1881592
11/30/2021,FM,42637
06/19/2021,IA,1521111
05/21/2021,CA,17273372
12/27/2020,KY,165
07/10/2021,GA,3942337
01/08/2021,FM,12
03/13/2021,ME,202237
07/02/2021,GA,3892339
12/28/2020,GA,902
08/19/2021,ND,334291
05/16/2021,KY,1617751
03/03/2021,PR,351998
05/29/2021,CT,1988244
06/10/2021,VA,4313223
08/05/2021,LA,1785647
01/13/2021,TX,190308
11/14/2021,CT,2549796
09/05/2021,AS,26368
01/29/2021,IN,149953
05/29/2021,GU,80469
12/28/2020,MA,54
10/07/2021,DE,574803
02/05/2021,KS,106877
02/27/2021,WA,726586
05/22/2021,KY,1664662
04/03/2021,VT,153246
06/09/2021,VI,35065
04/17/2021,SD,280967
10/08/2021,MN,3428813
08/21/2021,GA,4277703
06/08/2021,MS,959819
06/21/2021,UT,1367076
07/24/2021,MH,17467
02/13/2021,IN,364371
02/22/2021,MS,176249
06/18/2021,AL,1621236
02/11/2021,NM,162150
02/18/2021,SC,316815
08/25/2021,SC,2227934
09/28/2021,NM,1276213
06/19/2021,KS,1279646
02/05/2021,MD,199952
02/21/2021,IN,477284
07/26/2021,NV,1370878
08/14/2021,RP,13648
07/19/2021,DE,517632
07/18/2021,UT,1437940
03/09/2021,LA,553952
04/10/2021,MN,1603590
02/10/2021,NE,97666
10/21/2021,KY,2274869
12/12/2021,MS,1421629
08/18/2021,PR,2133804
03/27/2021,IL,2348066
08/21/2021,DE,540288
10/01/2021,MH,20057
02/26/2021,DC,54842
09/18/2021,LA,2102624
02/05/2021,HI,63503
08/04/2021,MI,4946508
10/07/2021,NC,5458302
12/03/2021,AR,1509106
10/09/2021,LA,2183324
07/03/2021,KY,1870459
04/24/2021,WI,2047858
05/31/2021,TN,2405400
09/25/2021,WV,1154235
02/28/2021,NH,111511
07/15/2021,MS,1033936
02/07/2021,UT,112371
02/19/2021,LA,330255
05/14/2021,NE,818063
04/30/2021,KY,1464379
10/20/2021,WY,254315
02/23/2021,CA,2647698
03/16/2021,TX,3420829
03/01/2021,VI,9425
02/07/2021,NV,79805
03/13/2021,WI,815788
08/28/2021,CO,3327158
02/12/2021,VA,397825
11/28/2021,GA,5226821
05/25/2021,WI,2686998
09/27/2021,NH,850572
09/29/2021,RI,732552
12/09/2021,IN,3455538
02/01/2021,AS,1383
04/02/2021,VI,20618
09/04/2021,MN,3318081
07/23/2021,IL,6840233
05/18/2021,GA,3335646
04/27/2021,MO,1824575
01/13/2021,OK,36922
07/28/2021,TN,2721745
06/13/2021,RI,616661
05/24/2021,PA,5544130
11/27/2021,WV,1256256
01/03/2021,FM,0
05/06/2021,AZ,2544093
06/05/2021,SD,385425
10/22/2021,PR,2352433
11/14/2021,WI,3444939
08/11/2021,FL,10929566
10/24/2021,OK,1980955
11/03/2021,GU,122642
09/01/2021,NM,1225159
06/12/2021,NV,1247937
07/14/2021,IL,6756787
08/16/2021,AL,1797645
10/06/2021,AZ,3796211
11/28/2021,IA,1793625
01/18/2021,GU,2782
08/01/2021,MA,4442663
10/15/2021,VI,50279
02/17/2021,ME,84990
05/30/2021,WA,3652545
11/08/2021,IA,1773341
01/07/2021,NC,13794
05/23/2021,CO,2655359
07/29/2021,MH,17624
09/20/2021,OH,5872986
11/11/2021,IN,3386811
12/02/2021,MH,22261
06/18/2021,TN,2560657
08/16/2021,HI,778357
09/17/2021,NE,1052835
07/03/2021,GU,94661
01/19/2021,RI,12746
07/28/2021,AS,23711
05/03/2021,WI,2277477
01/26/2021,OK,78245
02/19/2021,GA,561807
09/09/2021,DE,555599
10/29/2021,SD,471749
06/28/2021,KS,1298964
06/16/2021,PA,6166254
12/13/2021,IL,8046348
02/25/2021,VA,727507
03/31/2021,ID,323859
02/08/2021,NE,87837
03/02/2021,NJ,844308
03/19/2021,MT,186977
03/07/2021,MA,759821
04/28/2021,MI,3316804
12/15/2021,PR,2413652
10/18/2021,MA,4773714
12/17/2020,NC,10
07/22/2021,IN,2980236
07/26/2021,DE,522121
01/03/2021,MH,4
10/13/2021,OK,1958952
01/06/2021,MO,7185
03/25/2021,KS,513193
02/11/2021,NJ,388012
12/14/2021,AL,2304915
05/11/2021,FM,16825
03/25/2021,MD,999761
06/06/2021,ID,628919
08/02/2021,AZ,3409252
12/04/2021,MO,3175882
08/22/2021,ME,888872
05/31/2021,LA,1557495
01/29/2021,VA,154304
03/25/2021,US,55150461
06/25/2021,SC,2005752
04/11/2021,NY,5439894
08/17/2021,DE,536654
02/12/2021,AR,163353
08/26/2021,UT,1549707
10/28/2021,KS,1559310
05/10/2021,ND,279393
05/12/2021,NE,804317
11/12/2021,PR,2369880
11/21/2021,TX,15834822
10/29/2021,ME,955298
07/21/2021,WV,1075784
02/10/2021,LA,256281
10/03/2021,WY,247303
11/29/2021,FL,13237992
08/15/2021,PR,2122787
03/11/2021,PR,432204
05/15/2021,NM,952359
11/23/2021,OH,6206121
06/14/2021,MA,4141496
03/06/2021,NY,2101326
08/02/2021,MO,2633217
07/14/2021,AL,1688028
08/05/2021,IN,3028529
01/20/2021,LA,47813
03/29/2021,MD,1092739
08/20/2021,MA,4525582
03/11/2021,CT,505112
06/01/2021,US,144727206
12/14/2020,AR,26
01/14/2021,NM,30726
09/23/2021,TX,14873074
08/30/2021,VA,5011991
07/27/2021,TX,12923544
03/29/2021,GA,1275099
03/03/2021,OH,1129922
06/28/2021,NV,1306332
02/25/2021,MO,457049
02/18/2021,NM,210386
01/16/2021,NY,127632
07/19/2021,CA,20924894
10/22/2021,RP,15662
01/05/2021,VA,5530
06/01/2021,CA,18195410
03/07/2021,SC,532140
08/30/2021,IA,1654795
03/23/2021,LA,733709
05/12/2021,IA,1298824
07/23/2021,US,165627416
05/03/2021,IL,4739551
10/14/2021,MH,20146
07/13/2021,RP,13279
09/23/2021,OH,5895741
12/16/2020,AR,71
03/05/2021,IN,731385
03/16/2021,NE,295727
03/30/2021,VT,135255
04/18/2021,WI,1830803
06/21/2021,MD,3379755
08/14/2021,IA,1616368
08/28/2021,TN,2916283
09/26/2021,GA,4771392
10/12/2021,RI,744018
07/28/2021,AZ,3384526
12/13/2021,IN,3468714
05/19/2021,GU,74009
08/20/2021,NE,1001644
02/19/2021,MI,731676
04/09/2021,CT,1023415
05/25/2021,MS,924771
06/28/2021,SC,2014537
08/06/2021,OH,5543164
06/12/2021,GA,3695516
04/08/2021,NJ,2262748
11/22/2021,LA,2271568
10/08/2021,VA,5313679
11/14/2021,MT,551104
01/07/2021,IN,7862
03/21/2021,OK,658976
06/12/2021,TX,11702615
05/29/2021,OH,4853811
08/20/2021,CA,21982465
11/19/2021,LA,2268366
12/01/2021,HI,870033
03/26/2021,PA,2211496
03/06/2021,AS,10099
05/30/2021,ME,766645
11/02/2021,MS,1379710
11/08/2021,DE,592446
11/28/2021,RI,771005
08/03/2021,AR,1160521
09/18/2021,GU,113877
06/16/2021,NE,915954
02/13/2021,WY,34387
05/04/2021,NY,7770692
07/11/2021,WY,213662
09/20/2021,IN,3247851
10/31/2021,CT,2530177
07/19/2021,OH,5452187
07/08/2021,CA,20559530
11/20/2021,NH,880308
03/26/2021,VA,1479471
10/05/2021,TN,3212822
02/01/2021,TN,222897
11/08/2021,KS,1573055
11/12/2021,FM,41701
12/03/2021,GA,5268144
10/08/2021,PR,2336929
09/03/2021,OR,2497865
03/31/2021,UT,545369
05/01/2021,CO,2090942
10/20/2021,GA,5001531
05/31/2021,RI,578388
10/01/2021,HI,831696
06/28/2021,RI,641365
06/21/2021,AL,1627627
02/12/2021,GU,13321
03/28/2021,CO,1048112
11/12/2021,UT,1773790
03/09/2021,AK,143303
06/29/2021,NC,4580160
03/03/2021,UT,283550
04/26/2021,MO,1792561
11/28/2021,WI,3471840
01/07/2021,PA,14887
10/19/2021,WV,1195899
12/20/2020,WY,12
06/21/2021,ME,837786
02/03/2021,IN,198112
03/05/2021,SD,118996
09/07/2021,NH,836055
10/02/2021,NC,5418590
11/04/2021,AZ,3913343
12/23/2020,TN,1597
11/23/2021,UT,1791849
12/22/2020,AS,0
04/29/2021,PA,4321884
03/14/2021,NJ,1183118
04/15/2021,HI,457421
08/14/2021,MI,4994262
06/17/2021,HI,726907
10/31/2021,WV,1216813
11/08/2021,NV,1653935
01/18/2021,FM,33
11/17/2021,SC,2629076
12/16/2020,WI,3
04/22/2021,DE,311671
05/13/2021,NY,8616313
06/10/2021,VT,400583
06/11/2021,WI,2857043
08/30/2021,NM,1220337
09/09/2021,NV,1518883
08/24/2021,ME,891151
01/12/2021,AL,16038
06/11/2021,MD,3262048
01/24/2021,MH,9
03/26/2021,OR,713155
01/25/2021,ME,25870
01/12/2021,PR,35941
08/26/2021,WV,1110480
06/24/2021,IL,6534866
08/08/2021,TN,2767538
09/12/2021,WV,1133196
02/25/2021,GA,682345
01/20/2021,VA,78288
10/26/2021,SD,469764
11/10/2021,NM,1321477
12/16/2020,AS,0
11/11/2021,KS,1576866
08/21/2021,NY,11707169
09/12/2021,MP,33364
01/13/2021,MS,11497
01/26/2021,FL,360288
01/11/2021,WA,34045
03/07/2021,IN,753942
05/05/2021,RP,9023
09/26/2021,WI,3314990
01/12/2021,CA,229698
10/11/2021,KY,2245285
11/29/2021,SC,2655384
10/09/2021,VA,5318566
06/20/2021,KY,1824819
03/13/2021,IA,450299
05/01/2021,VT,262665
10/16/2021,NJ,5867717
02/16/2021,ID,86231
04/30/2021,ID,525841
04/15/2021,VT,208227
09/22/2021,IA,1708234
03/04/2021,AL,420473
02/02/2021,MS,47054
11/11/2021,NY,13246424
03/26/2021,WV,566134
03/29/2021,CA,7215092
04/20/2021,VI,26313
08/16/2021,KS,1393508
01/25/2021,KY,56834
12/07/2021,DC,465770
06/05/2021,MT,445967
10/09/2021,NJ,5832939
04/21/2021,MD,1927188
06/26/2021,DC,390186
11/26/2021,NJ,6026392
05/15/2021,AZ,2722731
03/18/2021,GU,33550
02/19/2021,OK,330701
07/12/2021,NE,953462
01/15/2021,ME,10633
08/30/2021,IL,7209408
09/11/2021,CA,22885660
06/05/2021,MI,4459191
09/27/2021,ME,929512
04/07/2021,IN,1420304
11/10/2021,FM,41668
09/04/2021,PR,2217174
04/08/2021,WA,1877273
04/22/2021,NE,637866
12/20/2020,MA,11
02/02/2021,WY,15109
04/02/2021,MA,1508849
08/19/2021,NM,1197525
10/04/2021,KS,1524835
05/07/2021,MN,2363014
08/09/2021,SD,421189
09/29/2021,ME,930901
12/26/2020,VI,0
09/22/2021,SC,2419574
01/18/2021,NE,21963
12/30/2020,PR,258
08/09/2021,WI,3093959
10/28/2021,ME,954371
03/03/2021,MA,649988
05/22/2021,WI,2663217
09/14/2021,CA,22994427
01/15/2021,AK,13265
11/19/2021,AK,396191
04/23/2021,IL,4194101
05/11/2021,ME,659830
05/14/2021,NY,8709547
05/22/2021,FM,19852
11/30/2021,MA,4930761
05/03/2021,UT,1008045
05/13/2021,AZ,2686657
08/31/2021,VT,434142
09/05/2021,PR,2218469
05/25/2021,KY,1678085
06/19/2021,GU,90127
12/10/2021,VI,52945
01/20/2021,CT,41297
06/24/2021,MH,16208
08/18/2021,US,171974884
10/18/2021,ID,778397
04/17/2021,OK,1137176
07/04/2021,MT,471254
01/18/2021,OR,31829
04/03/2021,CT,878561
12/12/2021,GA,5326089
05/09/2021,WY,182226
06/28/2021,MP,26508
07/30/2021,NM,1168837
06/01/2021,WV,996060
06/28/2021,AS,21527
03/23/2021,AR,420175
01/01/2021,NM,489
12/15/2020,IA,6
02/24/2021,GU,21111
03/18/2021,OR,605374
01/22/2021,GU,4824
01/30/2021,AL,64829
02/12/2021,RI,53420
10/05/2021,MA,4726300
09/18/2021,VT,438759
03/01/2021,LA,442740
07/20/2021,IN,2971183
01/14/2021,MN,43864
06/24/2021,IN,2855923
11/25/2021,WI,3464419
05/05/2021,CT,1597587
06/02/2021,NC,4228131
11/23/2021,NJ,6016505
02/03/2021,TX,838759
07/30/2021,PR,2075831
11/07/2021,VT,450742
10/07/2021,AZ,3801252
11/23/2021,DE,600101
05/02/2021,MH,13340
08/24/2021,VA,4957769
07/23/2021,CT,2271945
03/01/2021,NH,112361
10/19/2021,WY,253964
11/30/2021,OH,6246146
09/24/2021,IA,1713035
12/23/2020,MP,1
03/14/2021,WA,1061298
10/25/2021,ME,951450
08/25/2021,OK,1743370
12/21/2020,NH,2
12/13/2021,OK,2085422
11/12/2021,IN,3389581
11/21/2021,GA,5197479
08/15/2021,MN,3221073
04/11/2021,MP,14059
