Date,Location,Series_Complete_Cumulative
01/26/2021,LA,63504
08/27/2021,SC,2244237
09/20/2021,NV,1553474
12/22/2020,CA,1457
09/12/2021,MA,4631378
07/06/2021,ME,855471
08/07/2021,PA,6634126
12/27/2020,AZ,507
09/20/2021,ME,922511
10/04/2021,NV,1587777
02/02/2021,NE,67485
05/04/2021,IL,4809432
09/21/2021,CO,3435206
10/13/2021,CA,23907879
03/15/2021,AR,363115
08/04/2021,NY,11408667
01/06/2021,WV,11139
12/06/2021,RI,786852
04/04/2021,ID,345407
02/28/2021,LA,432962
10/27/2021,TN,3309400
04/25/2021,SD,311946
06/17/2021,IA,1514115
12/08/2021,ND,392306
07/27/2021,AZ,3378848
08/06/2021,MO,2661336
09/17/2021,AS,27284
01/13/2021,AK,12732
07/13/2021,NY,11067043
08/03/2021,VA,4811246
11/06/2021,IN,3380465
03/27/2021,VT,125308
10/26/2021,MA,4800463
11/15/2021,GA,5164892
12/03/2021,MA,4965279
04/18/2021,VI,25611
08/07/2021,OH,5547783
05/28/2021,AL,1521119
11/01/2021,CT,2532009
04/25/2021,NH,451772
07/21/2021,AL,1705613
10/27/2021,MS,1372142
04/28/2021,NJ,3244907
08/19/2021,SC,2193107
09/09/2021,CT,2411860
10/05/2021,TX,15167978
10/05/2021,OR,2617255
11/06/2021,ME,960930
11/01/2021,FL,12955197
01/02/2021,MN,405
02/09/2021,AL,126380
10/17/2021,RP,15627
12/13/2021,MI,5591195
04/02/2021,IL,2657912
07/17/2021,ND,322495
12/31/2020,MT,257
09/14/2021,TN,3054350
09/14/2021,MT,514691
12/12/2021,WI,3554763
03/29/2021,HI,306624
04/04/2021,MI,2060831
04/21/2021,ID,465610
07/12/2021,OH,5415557
05/01/2021,KS,1048192
11/01/2021,MS,1378387
11/14/2021,DC,452279
12/13/2021,WY,270495
12/09/2021,MS,1419038
06/24/2021,NH,777469
12/15/2021,IN,3468714
02/22/2021,MN,441358
06/03/2021,NC,4247022
03/11/2021,NM,360482
02/18/2021,CT,285769
08/24/2021,MN,3260792
11/16/2021,WI,3449362
07/19/2021,US,164594491
04/22/2021,MN,1946690
02/26/2021,OH,1008647
11/02/2021,SC,2593038
10/08/2021,ID,767627
07/06/2021,OR,2331519
03/06/2021,TX,2862403
03/31/2021,IN,1248000
11/23/2021,IN,3408203
06/28/2021,OH,5322393
08/12/2021,NH,815721
01/24/2021,FM,44
05/18/2021,NE,831968
11/15/2021,SC,2623967
03/01/2021,MN,569135
10/05/2021,GA,4877558
12/29/2020,WV,1177
02/23/2021,GU,20327
04/25/2021,NY,6796035
12/15/2020,CA,951
12/04/2021,LA,2291320
05/14/2021,SD,366828
11/09/2021,AL,2236918
12/31/2020,DC,183
07/01/2021,RP,13121
04/23/2021,AS,16756
07/12/2021,HI,754006
04/27/2021,NH,471045
06/29/2021,DC,391874
05/16/2021,PA,5208809
12/27/2020,HI,168
11/02/2021,AS,31048
10/18/2021,MN,3448368
12/25/2020,NM,220
05/21/2021,HI,671705
06/11/2021,SD,392100
09/12/2021,KS,1474656
01/20/2021,CA,412439
08/19/2021,GU,103787
12/13/2021,DE,615382
04/16/2021,OK,1130031
07/16/2021,RP,13279
09/05/2021,MD,3782309
05/22/2021,WV,979152
11/18/2021,OH,6187000
02/23/2021,MT,88430
08/11/2021,NM,1184243
10/10/2021,FM,39676
10/06/2021,MO,3014579
01/13/2021,CT,24693
08/25/2021,OH,5675011
04/14/2021,SD,269275
12/03/2021,WV,1268503
02/18/2021,MD,378195
03/21/2021,CO,944009
08/09/2021,NY,11481183
10/13/2021,WV,1187739
01/06/2021,MI,4335
10/26/2021,ME,952386
01/23/2021,ID,19523
06/21/2021,MA,4226179
11/07/2021,MO,3096109
12/04/2021,ID,814804
01/22/2021,NM,47683
11/30/2021,AL,2273225
07/05/2021,LA,1695271
02/28/2021,ME,128672
11/01/2021,SC,2590095
09/26/2021,KY,2187034
04/18/2021,VT,215419
08/12/2021,WV,1094085
07/28/2021,GA,4062140
08/15/2021,MP,31100
10/17/2021,ID,776972
03/21/2021,NC,1622770
02/04/2021,LA,180712
04/05/2021,HI,363022
06/01/2021,MH,15082
01/05/2021,TN,5963
06/06/2021,ND,300341
05/30/2021,AS,19679
06/28/2021,US,159383799
05/28/2021,FL,8939327
03/26/2021,DC,112647
11/07/2021,MH,21514
03/25/2021,DC,108979
06/23/2021,AK,333072
05/25/2021,MI,4269967
11/21/2021,AL,2259324
05/28/2021,SD,379560
08/17/2021,NH,819552
10/26/2021,NC,5575780
02/07/2021,AL,106952
02/18/2021,NC,743042
02/21/2021,MA,420064
12/21/2020,HI,43
05/24/2021,AR,989534
11/15/2021,NE,1104334
03/17/2021,KS,415349
08/15/2021,WV,1096413
12/28/2020,MH,1
11/05/2021,IA,1771095
05/01/2021,NH,519188
06/16/2021,FL,9755230
09/11/2021,NC,5198518
10/30/2021,NJ,5928240
11/12/2021,AZ,3944959
07/10/2021,GU,96403
03/25/2021,TX,4158287
12/29/2020,ND,67
05/16/2021,WI,2566252
05/06/2021,WA,2861014
12/21/2020,VI,0
02/25/2021,SD,96761
11/22/2021,MS,1400503
06/04/2021,KY,1730370
06/14/2021,CT,2131920
09/19/2021,OR,2557248
12/09/2021,NH,896976
12/29/2020,TN,2251
12/30/2020,WY,57
06/04/2021,TX,11264320
06/19/2021,WI,2918260
09/30/2021,SD,457780
03/16/2021,VT,94626
11/13/2021,PR,2370367
12/20/2020,NE,128
01/03/2021,NM,560
07/10/2021,WV,1066734
08/22/2021,OR,2451606
10/30/2021,NC,5599379
12/16/2020,MT,27
04/29/2021,NM,829414
07/04/2021,GU,94661
04/14/2021,NM,686637
12/07/2021,MH,22431
05/12/2021,DC,316167
06/19/2021,NE,922754
02/22/2021,MA,438777
02/22/2021,UT,216705
10/24/2021,FM,40647
02/09/2021,MP,4371
01/16/2021,IN,64480
01/26/2021,NM,59220
10/25/2021,WA,4850532
04/23/2021,MI,3111253
12/14/2020,MN,173
09/10/2021,GA,4550553
09/29/2021,MD,3898517
12/07/2021,LA,2296782
02/15/2021,AL,179470
09/24/2021,OR,2579891
09/14/2021,VI,47578
10/14/2021,MP,34510
11/21/2021,CT,2559158
06/05/2021,WV,1007785
10/30/2021,WA,4871303
03/22/2021,LA,718566
07/09/2021,VI,38383
09/30/2021,OH,5944455
01/07/2021,FL,39526
02/28/2021,GA,697667
08/11/2021,FM,32945
10/16/2021,NV,1613481
12/29/2020,AS,0
01/03/2021,ME,255
02/01/2021,AZ,143169
02/15/2021,SC,264243
07/05/2021,TN,2633668
08/20/2021,DC,415082
09/20/2021,UT,1641977
04/18/2021,ID,444462
11/26/2021,WA,4959216
08/24/2021,OK,1737166
11/30/2021,MT,557426
01/10/2021,MS,6513
03/25/2021,NE,351221
05/26/2021,ND,294168
07/28/2021,ME,870494
08/21/2021,KY,2006366
09/17/2021,AR,1385581
09/10/2021,AK,367198
01/02/2021,DC,204
02/16/2021,UT,178515
12/29/2020,CO,542
06/20/2021,NY,10565638
08/19/2021,VT,430782
07/16/2021,KY,1902960
10/04/2021,NM,1284374
12/13/2021,ID,819215
08/24/2021,DE,542640
09/06/2021,DC,422619
06/07/2021,PA,5921683
01/05/2021,AZ,3040
09/13/2021,DE,558846
05/24/2021,MI,4245695
10/27/2021,ME,953409
05/12/2021,WV,952367
12/11/2021,FM,42891
08/04/2021,VI,40496
10/31/2021,KS,1562456
12/22/2020,FL,434
06/03/2021,KS,1218986
12/25/2020,RI,4
04/29/2021,IL,4557900
11/25/2021,IA,1789714
05/21/2021,NC,4087067
10/20/2021,MN,3452949
08/09/2021,ND,329176
01/15/2021,AR,29321
04/04/2021,ME,336855
07/15/2021,CO,3138948
11/06/2021,WA,4897343
07/14/2021,IA,1568136
06/07/2021,RI,598295
03/08/2021,MT,140626
11/20/2021,SD,480897
04/27/2021,PR,1168138
06/07/2021,RP,12491
11/22/2021,NV,1674296
01/23/2021,NE,35578
09/09/2021,RP,14956
01/30/2021,DC,10836
01/21/2021,TX,304507
05/14/2021,WV,960639
01/28/2021,MI,201230
05/04/2021,OK,1322759
07/28/2021,MN,3170609
03/08/2021,MH,5141
06/20/2021,MD,3373796
02/28/2021,WV,342056
02/14/2021,MP,5291
02/14/2021,MS,142086
10/02/2021,VI,49378
05/29/2021,RI,577110
06/13/2021,ND,306068
07/10/2021,CA,20637406
07/21/2021,MS,1043851
04/12/2021,IA,864406
11/20/2021,MO,3125393
06/13/2021,DE,480854
10/01/2021,VI,49355
01/02/2021,NY,2534
05/10/2021,FM,16531
08/23/2021,MI,5045675
03/10/2021,NE,255366
02/13/2021,UT,167103
06/07/2021,UT,1294504
12/30/2020,TX,3123
11/21/2021,PA,7458724
12/08/2021,AK,405503
03/06/2021,PA,1278249
03/24/2021,UT,465744
08/22/2021,AS,25389
05/18/2021,SC,1755821
08/09/2021,NM,1180925
09/08/2021,AK,365644
07/01/2021,PA,6365320
02/01/2021,NJ,175786
06/13/2021,VT,405372
11/09/2021,AZ,3931965
08/13/2021,VI,41895
09/06/2021,WA,4528816
12/14/2021,AK,407249
07/02/2021,TN,2627523
07/21/2021,NC,4723918
06/30/2021,PR,1959015
01/10/2021,RI,4789
01/06/2021,MA,6059
03/08/2021,ID,194334
06/07/2021,SC,1899553
06/12/2021,WA,3946082
07/06/2021,MD,3480429
11/05/2021,AL,2229989
12/05/2021,FL,13344180
08/29/2021,WV,1114221
09/14/2021,NC,5228541
01/25/2021,CA,508632
06/11/2021,PA,6059292
06/24/2021,MT,466451
07/10/2021,VT,421229
02/17/2021,SD,75045
02/25/2021,NJ,738629
03/24/2021,MN,1036515
11/09/2021,OK,2014957
09/22/2021,PR,2296696
04/25/2021,WI,2054596
07/22/2021,TN,2700911
09/16/2021,MA,4650721
01/04/2021,IA,78
09/27/2021,IA,1716352
06/05/2021,RI,594981
12/01/2021,FM,42657
01/24/2021,TX,352206
11/09/2021,WY,260738
07/20/2021,AK,344989
12/18/2020,OH,14
07/12/2021,CT,2241939
09/25/2021,FM,38618
05/06/2021,MP,19428
11/29/2021,PR,2383176
04/11/2021,IA,850622
05/16/2021,GA,3285783
05/17/2021,MO,2196027
10/01/2021,OR,2605347
04/14/2021,AZ,1878149
06/23/2021,AL,1634929
05/29/2021,DE,449179
10/23/2021,SC,2564974
04/19/2021,CO,1661332
09/01/2021,MN,3301323
07/04/2021,WI,2984164
08/12/2021,SD,423421
09/19/2021,MN,3374628
03/26/2021,WY,110533
09/06/2021,WI,3215756
01/01/2021,ME,135
02/06/2021,AS,2974
02/21/2021,TX,1688271
01/24/2021,VI,1176
07/04/2021,DE,506736
02/13/2021,ID,76320
07/26/2021,AS,23574
12/31/2020,VT,77
09/24/2021,NC,5348007
04/14/2021,KY,1195967
05/16/2021,WY,187311
05/06/2021,DE,382670
06/20/2021,WY,206955
10/09/2021,AL,2162151
02/07/2021,TX,1045615
05/13/2021,VI,31460
12/19/2020,MO,60
06/29/2021,MI,4769775
01/06/2021,ID,1939
01/27/2021,NM,66469
09/24/2021,OH,5906216
09/12/2021,MN,3347855
06/16/2021,MP,24889
06/20/2021,NV,1283327
07/10/2021,LA,1710998
01/24/2021,CT,51292
09/05/2021,MO,2871793
05/20/2021,GA,3389661
06/17/2021,MP,25047
02/22/2021,WV,285836
03/22/2021,PR,530217
04/11/2021,VI,23749
11/17/2021,MH,21872
03/31/2021,MS,522941
10/04/2021,SC,2487809
01/13/2021,PR,36311
10/22/2021,LA,2216502
05/01/2021,GU,65250
01/13/2021,WI,33039
07/29/2021,WI,3063690
11/15/2021,TN,3363679
02/21/2021,KY,323060
05/16/2021,NJ,4058884
02/15/2021,MP,5490
01/25/2021,AK,21355
08/29/2021,AL,1902496
04/21/2021,US,98316029
07/06/2021,VA,4635552
10/16/2021,IA,1746781
05/08/2021,DC,301986
12/07/2021,NV,1703697
03/17/2021,FM,8629
12/17/2020,AS,0
08/29/2021,GA,4386453
09/06/2021,TN,2981068
02/11/2021,OR,206170
10/09/2021,VT,443523
03/15/2021,MO,736187
04/19/2021,MO,1631450
04/30/2021,VT,260069
05/22/2021,NC,4099786
12/27/2020,NY,943
04/10/2021,CA,9752878
12/11/2021,TN,3447432
03/10/2021,DC,77375
05/17/2021,WV,964440
04/07/2021,VT,173251
04/13/2021,NY,5659781
05/10/2021,WY,182846
07/20/2021,MD,3552365
11/01/2021,AR,1466683
12/27/2020,MH,1
06/10/2021,KS,1250535
04/06/2021,MT,261012
04/30/2021,FM,14845
04/29/2021,MO,1888236
12/15/2020,NH,1
12/04/2021,NV,1698074
08/16/2021,NE,993407
05/18/2021,UT,1166742
08/03/2021,US,167844277
12/04/2021,MN,3587400
12/13/2021,TX,16268355
06/21/2021,ID,653046
08/19/2021,FM,33809
09/20/2021,WV,1145691
09/30/2021,AK,378523
09/08/2021,RP,14956
02/01/2021,MN,149452
12/18/2020,NY,178
11/05/2021,WI,3429291
05/04/2021,RP,9023
05/31/2021,OR,2030608
10/10/2021,DC,438431
09/14/2021,PA,6979739
05/08/2021,CT,1672434
09/29/2021,ID,755131
05/27/2021,LA,1547131
12/11/2021,PA,7724777
12/25/2020,MS,170
05/29/2021,MA,3823350
09/20/2021,CO,3431012
11/15/2021,MI,5422877
10/25/2021,NJ,5905365
08/11/2021,WY,222563
11/03/2021,NC,5618466
01/28/2021,NY,382843
09/01/2021,CA,22486956
11/11/2021,PR,2369077
05/10/2021,MN,2416280
11/25/2021,NE,1110215
04/20/2021,NC,3106356
08/29/2021,MI,5086992
04/21/2021,KY,1328374
07/18/2021,MO,2562739
03/05/2021,MA,717345
07/02/2021,US,160732727
11/06/2021,UT,1762325
07/19/2021,AR,1123971
05/01/2021,AS,17562
05/03/2021,MA,2797113
07/12/2021,MS,1028174
03/15/2021,RI,138031
04/26/2021,HI,533315
01/29/2021,RI,27869
11/09/2021,OR,2684530
11/11/2021,TX,15730735
09/04/2021,ND,343928
12/28/2020,WV,934
01/17/2021,MP,1700
06/14/2021,IN,2777221
01/30/2021,MH,356
04/24/2021,AL,1150342
07/08/2021,MP,27409
02/12/2021,MI,555058
04/25/2021,VT,237997
02/19/2021,FM,2588
07/16/2021,NM,1151349
08/09/2021,MN,3202348
12/16/2020,NM,97
05/06/2021,MT,398390
02/01/2021,WV,116713
11/29/2021,RP,15770
06/23/2021,MT,465603
07/04/2021,MA,4318685
01/08/2021,LA,20566
01/06/2021,OH,4636
05/23/2021,ND,291355
04/02/2021,IN,1315040
02/10/2021,WA,310048
05/11/2021,WV,949162
02/26/2021,IL,977337
01/04/2021,HI,341
06/16/2021,MA,4175663
11/27/2021,GA,5224427
10/10/2021,MT,533369
05/17/2021,NV,1090128
06/25/2021,ID,657461
11/22/2021,ND,383803
11/08/2021,WV,1231082
06/20/2021,AL,1624186
04/08/2021,SC,1077681
04/22/2021,CA,11995597
07/27/2021,ID,679347
06/20/2021,FM,24758
07/14/2021,RI,655056
04/18/2021,WY,152596
10/25/2021,CT,2520916
01/21/2021,MN,77342
06/22/2021,AS,21068
06/23/2021,NC,4530759
06/26/2021,MA,4273124
05/08/2021,WA,2958077
08/25/2021,FM,34341
05/16/2021,CO,2522215
08/03/2021,PA,6602036
01/27/2021,PR,76591
12/08/2021,TN,3435315
05/01/2021,KY,1468664
11/09/2021,KY,2312414
05/28/2021,KS,1203359
03/12/2021,RI,124720
05/10/2021,AZ,2621514
10/22/2021,AK,387614
06/06/2021,KY,1740057
04/21/2021,HI,497627
05/21/2021,TN,2338436
06/28/2021,MS,1005909
12/28/2020,LA,541
03/28/2021,OH,2067973
07/27/2021,US,166315849
04/26/2021,MI,3204577
10/20/2021,VA,5378809
03/15/2021,CA,5215247
07/28/2021,RI,665875
12/29/2020,NM,326
01/19/2021,AK,15560
02/20/2021,MP,6544
08/11/2021,CT,2318374
09/13/2021,KS,1477508
02/15/2021,RI,58555
03/14/2021,AZ,1024312
10/28/2021,CA,24279408
04/14/2021,NE,554926
01/02/2021,IA,48
04/10/2021,MD,1545165
08/25/2021,IN,3121725
08/22/2021,NE,1004174
05/18/2021,DC,339227
03/30/2021,DC,124238
02/07/2021,NJ,285905
07/22/2021,NE,963886
11/16/2021,NM,1326447
10/28/2021,ND,375010
02/19/2021,HI,123553
09/19/2021,WA,4632317
11/30/2021,MN,3550713
05/06/2021,RI,454682
10/23/2021,DE,584317
01/20/2021,MO,72718
04/27/2021,GA,2628522
02/03/2021,CA,848231
05/16/2021,US,132616813
07/01/2021,OK,1569183
06/14/2021,NC,4429663
04/14/2021,UT,767542
05/04/2021,DC,279671
03/23/2021,WV,499876
02/06/2021,PA,426902
10/24/2021,RI,752041
07/29/2021,MS,1058263
12/18/2020,SD,2
02/16/2021,NE,118702
06/07/2021,PR,1790931
07/17/2021,MS,1037354
12/14/2020,IA,6
05/06/2021,WI,2380245
03/23/2021,NH,212576
10/05/2021,FM,39392
12/02/2021,MS,1410514
12/12/2021,ND,394060
11/18/2021,NH,879231
03/04/2021,DE,105842
06/12/2021,CA,19310845
10/19/2021,RP,15627
10/18/2021,TX,15395660
11/14/2021,VA,5500769
08/01/2021,WA,4327317
05/23/2021,TX,10671020
10/28/2021,RI,754724
07/16/2021,MT,477478
04/22/2021,PR,1099795
07/21/2021,KS,1338082
12/25/2020,WA,75
06/03/2021,IN,2653004
10/25/2021,KS,1554605
11/18/2021,GU,123787
03/21/2021,MS,394298
10/08/2021,AZ,3807417
09/16/2021,AZ,3691540
06/24/2021,UT,1378854
03/31/2021,OR,790132
06/07/2021,IN,2697680
08/08/2021,OK,1660468
06/03/2021,CT,2018117
03/11/2021,AS,10738
02/10/2021,MO,228541
02/23/2021,NC,873428
09/04/2021,VT,435297
05/12/2021,AS,18430
07/30/2021,OH,5507765
05/09/2021,IN,2238988
08/10/2021,AZ,3450414
11/09/2021,CT,2543612
01/06/2021,ME,1941
05/20/2021,WY,190608
07/21/2021,MT,479357
06/28/2021,MI,4760878
07/14/2021,MS,1031919
04/25/2021,MI,3157198
04/23/2021,CO,1817362
07/27/2021,RI,664918
08/01/2021,IN,3012406
02/09/2021,DC,23192
12/27/2020,TX,1409
11/16/2021,ME,967368
12/30/2020,SD,5
01/18/2021,NV,20389
02/09/2021,PR,154703
02/27/2021,AZ,627458
04/11/2021,PA,3214386
09/26/2021,MN,3396265
08/10/2021,AR,1188238
12/17/2020,UT,300
12/20/2020,SC,62
01/09/2021,KY,9389
04/05/2021,ID,352909
04/21/2021,MN,1904081
11/17/2021,NH,878623
12/10/2021,IL,8023945
05/18/2021,SD,370125
10/01/2021,ME,931859
10/03/2021,ND,362539
05/19/2021,AK,301052
07/04/2021,NH,788632
12/11/2021,SD,495852
04/07/2021,NE,467562
05/04/2021,AK,285487
06/03/2021,VT,379154
06/22/2021,SC,1990276
04/15/2021,AR,718401
02/13/2021,MO,278322
09/02/2021,MS,1203478
12/14/2020,WY,6
11/16/2021,GU,123642
11/18/2021,PR,2374189
03/20/2021,WI,965543
08/30/2021,HI,792669
01/05/2021,PR,17304
12/08/2021,KY,2378496
07/01/2021,MA,4307058
03/16/2021,HI,245970
04/11/2021,GA,1770554
03/02/2021,NY,1881426
09/26/2021,FM,38630
07/15/2021,IL,6767018
09/26/2021,NY,12517589
05/29/2021,MO,2296891
06/22/2021,AK,332317
07/28/2021,IL,6876147
07/06/2021,DE,508195
06/23/2021,MN,3053258
04/26/2021,LA,1315094
01/13/2021,ID,11835
11/04/2021,MD,4023434
12/22/2020,MT,85
02/24/2021,AS,9437
03/08/2021,SC,546783
10/12/2021,MP,34474
06/08/2021,MH,15266
02/13/2021,KY,253435
06/05/2021,VT,384321
04/24/2021,WA,2451910
11/09/2021,MN,3492204
01/28/2021,PR,81277
01/09/2021,GA,17210
10/19/2021,GA,4994553
02/22/2021,PA,811121
02/05/2021,DC,18745
10/13/2021,GU,120124
07/16/2021,MO,2557622
09/18/2021,DC,429102
07/15/2021,OH,5433714
04/23/2021,NE,647473
06/04/2021,NH,725928
06/30/2021,VI,37542
12/01/2021,VI,52470
03/26/2021,IL,2310130
12/02/2021,PR,2394652
11/12/2021,ME,965358
01/25/2021,UT,36231
09/24/2021,SC,2435297
06/18/2021,FL,9833253
02/01/2021,OH,257606
05/07/2021,WV,942414
12/06/2021,WA,5053380
09/14/2021,VA,5133381
05/07/2021,MI,3751582
03/25/2021,IA,598006
01/12/2021,MA,39042
11/15/2021,GU,123505
09/26/2021,MT,523465
12/05/2021,MA,4988643
04/20/2021,ME,484078
01/24/2021,WY,6557
10/06/2021,NH,856258
04/13/2021,IA,879977
04/25/2021,NM,783261
11/24/2021,AR,1492871
09/06/2021,ID,719753
02/04/2021,NC,302259
08/02/2021,NC,4792305
10/16/2021,CA,23985083
07/23/2021,TX,12851800
06/17/2021,CT,2154772
05/30/2021,DE,449678
03/07/2021,AZ,819475
05/05/2021,US,119372897
06/27/2021,SC,2011090
11/21/2021,NC,5692788
12/13/2020,MP,0
12/23/2020,NC,26
10/28/2021,OH,6095879
10/12/2021,NC,5493367
10/15/2021,MP,34524
01/27/2021,MT,27860
09/30/2021,ME,931459
02/15/2021,NY,1187464
07/01/2021,KY,1865336
08/21/2021,AK,357419
12/08/2021,NV,1705938
10/21/2021,GU,121147
12/26/2020,TX,1375
12/03/2021,MD,4138687
08/06/2021,RP,13636
08/27/2021,KS,1431791
01/17/2021,PR,38371
05/22/2021,NJ,4298386
08/18/2021,NM,1195350
09/02/2021,AR,1323840
04/29/2021,AL,1235291
04/04/2021,NE,440687
08/18/2021,MS,1126431
12/01/2021,CA,25166671
11/09/2021,WA,4906700
08/11/2021,IL,7000028
08/08/2021,MD,3630582
05/05/2021,AL,1317214
01/14/2021,US,2230573
07/02/2021,CT,2215550
01/21/2021,WY,6240
06/05/2021,MH,15180
10/13/2021,CT,2499402
08/02/2021,OK,1641745
04/10/2021,GA,1756430
12/06/2021,KS,1618789
12/27/2020,OH,149
04/30/2021,MI,3429913
12/03/2021,CT,2591404
08/07/2021,ND,328789
02/28/2021,WY,60011
12/14/2020,MO,20
07/31/2021,DE,525614
03/03/2021,MT,120424
06/28/2021,NY,10775583
03/17/2021,AK,161628
04/02/2021,WA,1653892
06/03/2021,PR,1754800
07/23/2021,PR,2049545
08/13/2021,AS,24764
10/08/2021,NE,1077366
07/07/2021,MT,472881
09/20/2021,OR,2561390
03/19/2021,WI,951394
08/28/2021,VT,433294
11/07/2021,IL,7744188
04/07/2021,UT,652948
04/07/2021,GA,1619972
06/22/2021,MI,4715219
09/09/2021,ID,725161
12/02/2021,TN,3410114
12/22/2020,MP,1
03/17/2021,WV,455584
12/17/2020,HI,12
04/01/2021,HI,338247
06/06/2021,MH,15180
12/14/2021,TX,16274516
04/01/2021,AS,13923
11/18/2021,ME,968993
02/21/2021,ND,68469
03/06/2021,MA,746481
10/08/2021,MH,20124
09/09/2021,MI,5151160
01/11/2021,DE,3780
02/02/2021,OH,283007
08/08/2021,CA,21515042
01/16/2021,UT,16174
11/11/2021,GU,123216
05/05/2021,NC,3698184
07/07/2021,MI,4817394
09/01/2021,OK,1785216
08/04/2021,US,168093520
10/03/2021,SD,458632
10/06/2021,MT,531148
01/06/2021,NH,789
05/09/2021,WI,2434694
12/08/2021,AR,1516722
05/12/2021,ID,572581
06/26/2021,KS,1295700
08/05/2021,MO,2653000
12/23/2020,MN,224
11/05/2021,CT,2538771
10/11/2021,MA,4747597
05/15/2021,SD,367504
08/25/2021,AS,25574
08/16/2021,OR,2433338
05/10/2021,NM,914060
03/20/2021,US,49822285
10/14/2021,US,189567747
08/01/2021,AZ,3404241
09/13/2021,GU,111235
09/23/2021,US,184525497
10/04/2021,IN,3301481
12/11/2021,OH,6363548
06/20/2021,RI,631236
11/20/2021,CO,3632804
06/06/2021,CA,18694493
02/18/2021,TX,1545943
02/14/2021,NC,600096
02/23/2021,TN,438566
06/23/2021,ID,654939
08/23/2021,PR,2150305
03/25/2021,OR,693661
07/24/2021,US,165797268
10/19/2021,IL,7644379
05/26/2021,MS,927576
06/17/2021,GA,3761095
10/16/2021,NY,12893402
09/14/2021,MH,19625
09/02/2021,NJ,5565216
10/13/2021,TX,15317093
07/12/2021,IL,6736523
08/08/2021,PA,6637098
06/20/2021,WI,2920006
08/29/2021,ND,339513
02/18/2021,RI,64983
06/04/2021,OK,1474575
03/06/2021,LA,522400
03/16/2021,WA,1101013
05/28/2021,OR,2012331
12/13/2021,SC,2699993
08/19/2021,CA,21926497
12/09/2021,NY,13673282
02/10/2021,AZ,281716
08/31/2021,MN,3295779
05/25/2021,MT,433182
10/02/2021,OR,2607926
09/16/2021,VA,5151595
08/30/2021,WI,3185892
11/29/2021,HI,866583
03/14/2021,CA,5079520
07/05/2021,RI,646910
10/25/2021,ID,785669
09/29/2021,VA,5249160
12/02/2021,AL,2279099
01/14/2021,SD,10474
12/15/2020,WA,3
07/17/2021,GU,97935
03/20/2021,FL,3088083
08/07/2021,DE,529798
09/16/2021,MD,3839665
03/31/2021,OK,837217
05/15/2021,RI,527271
03/02/2021,WI,596719
11/19/2021,DC,454458
07/25/2021,UT,1453841
09/30/2021,MD,3903437
03/02/2021,AL,378979
01/13/2021,VT,5940
08/02/2021,MH,17787
01/01/2021,ND,84
10/15/2021,IN,3333530
12/17/2020,VA,426
02/11/2021,MP,4488
03/25/2021,WV,541284
03/01/2021,OK,472357
09/08/2021,NH,836883
04/08/2021,NV,653596
04/16/2021,AL,1016122
08/06/2021,WY,221146
11/30/2021,PR,2387259
12/22/2020,OR,11
03/29/2021,IA,642655
11/02/2021,LA,2237232
10/08/2021,DE,575529
01/18/2021,WY,4331
07/06/2021,WV,1061866
06/13/2021,PA,6093533
08/04/2021,MN,3189344
09/10/2021,OK,1832028
12/11/2021,SC,2698024
12/25/2020,NH,2
08/11/2021,MI,4978549
12/24/2020,MT,117
08/03/2021,MH,17807
04/08/2021,KY,1065021
09/27/2021,NJ,5759963
01/15/2021,VI,689
06/25/2021,NE,933350
04/17/2021,MD,1788599
06/23/2021,AZ,3188610
04/30/2021,GA,2816799
07/21/2021,MH,17390
10/29/2021,SC,2584078
06/14/2021,PR,1860456
11/22/2021,NE,1108787
12/25/2020,TX,1344
01/17/2021,OK,40208
06/18/2021,MH,15805
12/31/2020,AK,123
11/20/2021,MT,553940
05/20/2021,OH,4694961
03/07/2021,WV,384120
11/10/2021,MD,4040984
03/05/2021,NY,2044769
06/27/2021,AZ,3217552
07/30/2021,CA,21275587
08/25/2021,NM,1209686
06/09/2021,TN,2483754
07/13/2021,NJ,5159754
03/31/2021,MO,1121957
06/10/2021,FM,23035
02/26/2021,TX,2259751
10/06/2021,VA,5297424
09/05/2021,CO,3364172
11/02/2021,AL,2221846
11/18/2021,US,195331292
12/09/2021,WA,5074852
04/13/2021,NC,2771640
06/25/2021,CA,20086800
03/31/2021,KY,858352
08/19/2021,MO,2755577
10/27/2021,AZ,3882307
10/24/2021,NE,1089700
11/10/2021,FL,13051359
06/23/2021,TX,12134181
12/28/2020,CT,165
03/31/2021,FL,3874477
02/23/2021,MA,458056
05/29/2021,WV,992940
12/10/2021,OR,2759645
04/08/2021,RI,309428
02/05/2021,ID,47027
04/30/2021,DC,261785
01/20/2021,NC,87534
05/17/2021,MT,419914
06/03/2021,GU,81977
06/15/2021,GU,87624
04/12/2021,ND,221851
08/07/2021,WV,1089581
08/28/2021,MO,2823918
04/29/2021,WV,902652
11/11/2021,OK,2018381
11/21/2021,AR,1489308
03/25/2021,WI,1072982
07/11/2021,DC,397897
01/28/2021,TX,568319
09/25/2021,MT,523304
01/01/2021,MA,133
11/13/2021,RP,15726
07/28/2021,NM,1165809
11/19/2021,PA,7451568
04/02/2021,NC,2171226
10/26/2021,AR,1458583
01/07/2021,PR,26622
01/28/2021,MD,107389
10/02/2021,MD,3911954
12/07/2021,MO,3187412
12/28/2020,MP,1
